ID	F(x) - ANF	F(x) - Univariate F_2^7	Exponents	Status	Note
407	x0*x1+x1*x3+x2*x3+x0*x4+x0*x5+x1*x5+x3*x5+x0*x6+x2*x6+x5*x6+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
408	x0*x1+x1*x3+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x0*x6+x2*x6+x4*x6+x5*x6+x0+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
409	x0*x3+x0*x4+x1*x4+x2*x4+x3*x4+x1*x5+x3*x5+x1*x6+x2*x6+x4*x6+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
410	x0*x1+x0*x2+x0*x3+x1*x3+x2*x3+x1*x4+x1*x5+x3*x5+x4*x5+x0*x6+x3*x6+x1+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
411	x0*x2+x1*x2+x1*x3+x0*x4+x2*x4+x3*x4+x0*x5+x2*x5+x4*x5+x1*x6+x2*x6+x0+x1	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
412	x0*x3+x0*x4+x2*x4+x3*x4+x1*x5+x3*x5+x4*x5+x1*x6+x2*x6+x1+x2+x4	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
413	x0*x1+x1*x2+x0*x3+x1*x3+x0*x5+x2*x5+x0*x6+x3*x6+x4*x6+x0+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
414	x0*x1+x0*x2+x1*x4+x1*x5+x3*x5+x4*x5+x0*x6+x3*x6+x1+x2+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
415	x1*x2+x0*x3+x1*x3+x2*x4+x3*x4+x2*x5+x4*x5+x1*x6+x3*x6+x4*x6+x5*x6+x0+x1+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
416	x0*x1+x0*x2+x1*x4+x1*x5+x3*x5+x4*x5+x0*x6+x3*x6+x1+x2+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
417	x0*x1+x0*x3+x1*x4+x0*x5+x1*x5+x3*x5+x4*x5+x0*x6+x2*x6+x5*x6+x1+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
418	x0*x2+x1*x2+x1*x3+x1*x4+x0*x5+x2*x5+x4*x5+x1*x6+x2*x6+x1	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
419	x0*x2+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x4*x5+x1*x6+x3*x6+x4*x6+x5*x6+x1+x2+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
420	x0*x2+x0*x3+x1*x3+x2*x3+x0*x4+x0*x5+x1*x5+x3*x5+x1*x6+x3*x6+x5*x6+x0+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
421	x0*x2+x1*x2+x0*x3+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x0*x5+x2*x5+x1*x6+x2*x6+x4*x6+x0+x2+x4	x^80 + x^72 + x^68 + x^66 + x^40 + x^36 + x^34 + x^33 + x^20 + x^18 + x^17 + x^10 + x^9 + x^5	5,9,10,17,18,20,33,34,36,40,66,68,72,80	DUPLICATE	Same as Class 10
422	x0*x1+x0*x2+x0*x3+x1*x3+x2*x3+x1*x4+x2*x4+x3*x4+x1*x5+x3*x5+x0*x6+x3*x6+x0+x2+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
423	x1*x3+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x1*x5+x3*x5+x1*x6+x2*x6+x4*x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
424	x0*x1+x0*x2+x0*x3+x1*x3+x2*x3+x1*x4+x1*x5+x3*x5+x4*x5+x0*x6+x3*x6+x1+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
425	x0*x1+x0*x2+x0*x3+x1*x3+x2*x3+x1*x5+x3*x5+x0*x6+x3*x6+x4*x6+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
426	x0*x2+x1*x2+x0*x3+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x0*x5+x2*x5+x1*x6+x2*x6+x4*x6+x0+x2+x4	x^80 + x^72 + x^68 + x^66 + x^40 + x^36 + x^34 + x^33 + x^20 + x^18 + x^17 + x^10 + x^9 + x^5	5,9,10,17,18,20,33,34,36,40,66,68,72,80	DUPLICATE	Same as Class 10
427	x0*x1+x1*x2+x2*x3+x1*x4+x0*x5+x2*x5+x4*x5+x0*x6+x3*x6+x0+x1+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
428	x1*x3+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x1*x5+x3*x5+x1*x6+x2*x6+x4*x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
429	x0*x2+x1*x2+x0*x3+x2*x3+x0*x4+x0*x5+x2*x5+x1*x6+x2*x6+x4	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
430	x0*x3+x0*x4+x1*x5+x3*x5+x1*x6+x2*x6+x0+x2+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
431	x0*x2+x0*x3+x1*x3+x2*x3+x1*x4+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x1*x6+x3*x6+x5*x6+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
432	x1*x3+x2*x3+x0*x4+x1*x5+x3*x5+x1*x6+x2*x6+x0+x2	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
433	x0*x1+x1*x2+x2*x3+x2*x4+x3*x4+x0*x5+x2*x5+x4*x5+x0*x6+x3*x6+x4*x6+x1+x2+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
434	x0*x3+x0*x4+x1*x5+x3*x5+x1*x6+x2*x6+x0+x2+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
435	x0*x1+x0*x2+x0*x3+x1*x3+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x1*x5+x3*x5+x0*x6+x3*x6+x4*x6+x0+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
436	x0*x2+x1*x2+x0*x3+x2*x3+x0*x5+x2*x5+x1*x6+x2*x6+x4*x6+x2+x4	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
437	x0*x2+x0*x3+x1*x3+x2*x3+x0*x5+x1*x5+x3*x5+x1*x6+x3*x6+x4*x6+x5*x6+x0+x2+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
438	x1*x3+x2*x3+x2*x4+x3*x4+x1*x5+x3*x5+x4*x5+x1*x6+x2*x6+x4*x6+x1+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
439	x0*x1+x1*x2+x0*x3+x1*x3+x1*x4+x0*x5+x2*x5+x4*x5+x0*x6+x3*x6+x0+x1+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
440	x0*x1+x0*x2+x1*x2+x1*x3+x1*x4+x2*x5+x4*x5+x0*x6+x2*x6+x5*x6+x0+x1+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
441	x0*x3+x0*x4+x1*x5+x3*x5+x1*x6+x2*x6+x0+x2+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
442	x0*x1+x0*x2+x0*x4+x1*x4+x1*x5+x3*x5+x4*x5+x0*x6+x3*x6+x4*x6+x1+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
443	x0*x1+x1*x2+x0*x3+x1*x3+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x0*x5+x2*x5+x3*x5+x0*x6+x3*x6+x4*x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
444	x0*x2+x1*x2+x0*x3+x0*x4+x2*x4+x3*x4+x0*x5+x2*x5+x3*x5+x4*x5+x1*x6+x2*x6+x0+x1+x2+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
445	x0*x1+x1*x2+x1*x4+x0*x5+x2*x5+x3*x5+x4*x5+x0*x6+x3*x6+x0+x1+x2+x4	x^96 + x^72 + x^68 + x^65 + x^48 + x^36 + x^34 + x^24 + x^18 + x^17 + x^12 + x^9 + x^6 + x^3	3,6,9,12,17,18,24,34,36,48,65,68,72,96	DUPLICATE	Same as Class 11
446	x1*x2+x2*x5+x3*x5+x1*x6+x3*x6+x4*x6+x5*x6+x2+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
447	x0*x2+x0*x3+x1*x3+x0*x5+x1*x5+x1*x6+x3*x6+x4*x6+x5*x6+x0+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
448	x1*x3+x0*x4+x1*x4+x2*x4+x3*x4+x1*x5+x1*x6+x2*x6+x4*x6+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
449	x0*x1+x1*x2+x0*x3+x1*x3+x2*x3+x0*x4+x2*x4+x3*x4+x0*x5+x2*x5+x3*x5+x4*x5+x0*x6+x3*x6+x1+x2+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
450	x0*x1+x1*x2+x0*x3+x1*x3+x2*x3+x2*x4+x3*x4+x0*x5+x2*x5+x3*x5+x4*x5+x0*x6+x3*x6+x4*x6+x1+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
451	x0*x1+x0*x3+x2*x3+x0*x5+x1*x5+x0*x6+x2*x6+x4*x6+x5*x6+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
452	x0*x1+x1*x2+x0*x4+x2*x4+x3*x4+x0*x5+x2*x5+x3*x5+x4*x5+x0*x6+x3*x6+x1+x2+x4	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
453	x0*x2+x0*x3+x1*x3+x2*x4+x3*x4+x0*x5+x1*x5+x4*x5+x1*x6+x3*x6+x4*x6+x5*x6+x1+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
454	x1*x2+x0*x4+x1*x4+x2*x5+x3*x5+x4*x5+x1*x6+x3*x6+x4*x6+x5*x6+x1+x2+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
455	x0*x1+x0*x2+x2*x3+x0*x4+x2*x4+x3*x4+x1*x5+x4*x5+x0*x6+x3*x6+x0+x1+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
456	x0*x3+x2*x3+x0*x4+x1*x4+x1*x5+x4*x5+x1*x6+x2*x6+x4*x6+x0+x1+x2+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
457	x1*x2+x0*x3+x1*x3+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x2*x5+x3*x5+x1*x6+x3*x6+x4*x6+x5*x6+x0+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
458	x1*x2+x0*x3+x1*x3+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x2*x5+x3*x5+x1*x6+x3*x6+x4*x6+x5*x6+x0+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
459	x1*x2+x0*x3+x1*x3+x2*x3+x2*x5+x3*x5+x1*x6+x3*x6+x4*x6+x5*x6+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
460	x0*x2+x2*x3+x1*x4+x0*x5+x1*x5+x4*x5+x1*x6+x3*x6+x5*x6+x0+x1+x2+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
461	x0*x1+x0*x2+x1*x2+x0*x3+x1*x4+x2*x5+x3*x5+x4*x5+x0*x6+x2*x6+x5*x6+x0+x1+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
462	x0*x1+x1*x2+x0*x4+x1*x4+x0*x5+x2*x5+x3*x5+x4*x5+x0*x6+x3*x6+x4*x6+x0+x1+x4	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
463	x1*x3+x1*x4+x2*x4+x3*x4+x1*x5+x1*x6+x2*x6+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
464	x0*x2+x1*x2+x1*x3+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x0*x5+x2*x5+x3*x5+x1*x6+x2*x6+x4*x6+x0+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
465	x0*x1+x1*x3+x1*x4+x2*x4+x3*x4+x0*x5+x1*x5+x0*x6+x2*x6+x5*x6+x0+x2	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
