s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,polynomial
0,1,2,5,4,7,10,12,8,34,14,27,20,42,24,62,16,36,59,44,28,23,54,45,40,29,43,11,48,25,3,33,32,30,55,53,9,26,39,38,56,57,46,35,19,13,37,15,47,51,58,49,41,52,22,18,31,21,50,17,6,60,61,63,"g^8x^1 + g^62x^2 + g^59x^3 + g^4x^4 + g^61x^5 + g^56x^6 + g^36x^7 + g^47x^8 + g^33x^9 + g^3x^10 + g^53x^11 + g^44x^12 + g^30x^13 + g^13x^14 + g^44x^15 + g^47x^16 + g^20x^17 + g^3x^18 + g^32x^19 + g^23x^20 + g^24x^21 + g^48x^22 + g^8x^23 + g^13x^24 + g^47x^25 + g^15x^26 + g^27x^27 + g^49x^28 + g^17x^29 + g^32x^30 + g^8x^31 + g^36x^32 + g^4x^33 + g^2x^34 + g^46x^35 + g^21x^36 + g^60x^37 + g^41x^38 + g^46x^39 + g^35x^40 + g^26x^41 + g^12x^42 + g^23x^43 + g^48x^44 + g^14x^45 + g^6x^46 + g^19x^47 + g^38x^48 + g^22x^49 + g^2x^50 + g^26x^51 + x^52 + g^47x^53 + g^1x^54 + g^37x^55 + g^52x^56 + g^11x^57 + g^53x^58 + g^37x^59 + g^3x^60 + g^24x^61 + g^36x^62"
